,message_type,original_message
4585,1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
4586,0,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
4587,0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
4588,0,Have you not finished work yet or something?
4589,0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
4590,1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
4591,0,Right it wasnt you who phoned it was someone with a number like yours!
4592,0,It's ok i wun b angry. Msg u aft i come home tonight.
4593,0,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
4594,0,Yo sorry was in the shower sup
4595,0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
4596,0,Full heat pa:-) i have applyed oil pa.
4597,0,I'm stuck in da middle of da row on da right hand side of da lt... 
4598,0,Have you laid your airtel line to rest?
4599,0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
4600,1,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
4601,0,\Hey j! r u feeling any better
4602,0,And I don't plan on staying the night but I prolly won't be back til late
4603,0,THANX 4 PUTTIN DA FONE DOWN ON ME!!
4604,0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
4605,0,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
4606,0,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
4607,0,We live in the next  &lt;#&gt; mins
4608,0,Y de asking like this.
4609,0,Just glad to be talking to you.
4610,0,Wat time Ì_ finish?
4611,0,Sorry da. I gone mad so many pending works what to do.
4612,0,How much you got for cleaning
4613,0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
4614,1,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
4615,0,ÌÏ called dad oredi...
4616,0,Good. do you think you could send me some pix? I would love to see your top and bottom...
4617,0,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
4618,0,"Sorry, I'll call later In meeting."
4619,0,THIS IS A LONG FUCKIN SHOWR
4620,0,"Received, understood n acted upon!"
4621,0,They finally came to fix the ceiling.
4622,0,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
4623,0,Jus finish blowing my hair. U finish dinner already?
4624,0,I'm on the bus. Love you
4625,0,Lol ... I knew that .... I saw him in the dollar store
4626,1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
4627,1,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
4628,0,Only saturday and sunday holiday so its very difficult:)
4629,0,Everybody had fun this evening. Miss you.
4630,0,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
4631,0,"I'm in a meeting, call me later at"
4632,0,Oh wow thats gay. Will firmware update help
4633,0,These won't do. Have to move on to morphine
4634,0,How come i din c Ì_... Yup i cut my hair...
4635,0,K k pa Had your lunch aha.
4636,0,Oh ho. Is this the first time u use these type of words
4637,0,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
4638,0,Of course. I guess god's just got me on hold right now.
4639,0,Do you hide anythiing or keeping distance from me
4640,0,Havent.
4641,1,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
4642,0,Sorry i din lock my keypad.
4643,0,Did u got that persons story
4644,0,Are you planning to come chennai?
4645,1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
4646,0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
4647,0,We are okay. Going to sleep now. Later
4648,0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
4649,0,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
4650,1,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 
4651,0,Where r e meeting tmr?
4652,0,Lol yes. But it will add some spice to your day.
4653,0,Hope you are having a great day.
4654,0,Our Prasanth ettans mother passed away last night. Just pray for her and family.
4655,0,"K, I'll work something out"
4656,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
4657,0,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
4658,0,I cant pick the phone right now. Pls send a message
4659,0,You call him and tell now infront of them. Call him now.
4660,0,Ok no prob...
4661,0,Ladies first and genus second k .
4662,0,No. Yes please. Been swimming?
4663,0,Mum not going robinson already.
4664,0,Ok set let u noe e details later...
4665,0,Not..tel software name..
4666,0,I send the print  outs da.
4667,0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
4668,0,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
4669,0,"I didnt get ur full msg..sometext is missing, send it again"
4670,0,"Probably not, I'm almost out of gas and I get some cash tomorrow"
4671,1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
4672,0,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
4673,0,I'm leaving my house now.
4674,1,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
4675,0,ÌÏ ready then call me...
4676,0,Wewa is 130. Iriver 255. All 128 mb.
4677,0,It is a good thing I'm now getting the connection to bw
4678,0,Sry da..jst nw only i came to home..
4679,0,"That's cool he'll be here all night, lemme know when you're around"
4680,0,Are you staying in town ?
4681,0,"Haha yeah, 2 oz is kind of a shitload"
4682,0,Ok u can take me shopping when u get paid =D
4683,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
4684,0,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
4685,0,But pls dont play in others life.
4686,0,Eatin my lunch...
4687,0,Hmmm.but you should give it on one day..
4688,0,"Didn't try, g and I decided not to head out"
4689,0,Ok no prob
4690,0,Surly ill give it to you:-) while coming to review.
4691,0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
4692,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
4693,0,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
4694,1,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
4695,0,A guy who gets used but is too dumb to realize it.
4696,0,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out."
4697,0,Don no da:)whats you plan?
4698,0,Yes fine 
4699,1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
4700,0,I liked the new mobile
4701,0,Anytime...
4702,0,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
4703,0,Yar but they say got some error.
4704,0,Hey anyway i have to :-)
4705,0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
4706,0,Wif my family booking tour package.
4707,0,"Did you say bold, then torch later. Or one torch and 2bold?"
4708,0,"Haha awesome, I might need to take you up on that, what you doin tonight?"
4709,0,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
4710,0,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
4711,0,Thats cool princess! I will cover your face in hot sticky cum :)
4712,0,Big brotherÛ÷s really scraped the barrel with this shower of social misfits
4713,0,Oops i thk i dun haf enuff... I go check then tell Ì_..
4714,0,S:)8 min to go for lunch:)
4715,0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
4716,0,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
4717,0,My uncles in Atlanta. Wish you guys a great semester.
4718,0,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
4719,0,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..
4720,0,"Yup. Anything lor, if u dun wan it's ok..."
4721,0,"I'm home, my love ... If your still awake ... *loving kiss*"
4722,0,HELLO PEACH! MY CAKE TASTS LUSH!
4723,1,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
4724,0,"There'll be a minor shindig at my place later tonight, you interested?"
4725,0,Jason says it's cool if we pick some up from his place in like an hour
4726,1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
4727,0,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
4728,0,I've reached already.
4729,0,I dont know ask to my brother. Nothing problem some thing that. Just i told .
4730,0,K:)eng rocking in ashes:)
4731,0,Wat time r Ì_ going to xin's hostel?
4732,0,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
4733,1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
4734,0,Oh k:)after that placement there ah?
4735,0,"Not for possession, especially not first offense"
4736,0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
4737,0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
4738,0,We have pizza if u want
4739,0,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
4740,0,Many more happy returns of the day. I wish you happy birthday.
